PC1,PC2,Cluster
1793.429550843132,-23.79238118635457,0
-1247.8633636952593,-8.818776128162536,2
-1323.868382965403,-8.331694754588543,2
-1323.868382965403,-8.331694754588543,2
-1115.7908428260907,-6.405454920532668,2
-1053.861361241949,-10.6143217776268,2
-1284.2781687541096,-4.109635503034142,2
-948.7250164491386,-4.676507467207669,2
-1323.868382965403,-8.331694754588543,2
-1323.868382965403,-8.331694754588543,2
-1173.7797502515746,-5.271410088289848,2
-1185.8556685296055,-9.032204856967835,2
-986.315611197135,-8.937570634500595,2
-703.6016740288101,-2.475589934260164,2
-1118.7485513567176,3.644835281577274,2
-1323.868382965403,-8.331694754588543,2
-1271.8587737219857,-8.349520146002,2
-674.507941393999,-9.04112377646054,2
